,id,label
398,33039,0
399,53996,0
400,33579,0
401,95680,0
402,47888,0
403,57944,0
404,36113,0
405,90908,1
406,10668,0
407,1072,0
408,30107,1
409,798,1
410,30594,0
411,20519,0
412,50031,0
413,25647,0
414,54677,0
415,7348,0
416,15966,0
417,7141,0
418,14890,0
419,52504,0
420,31459,1
421,60491,1
422,30442,0
423,38557,0
424,75548,0
425,58648,1
426,31514,1
427,43421,1
428,6769,0
429,23398,1
430,9084,0
431,58847,1
432,12811,0
433,64665,0
434,57950,1
435,55679,0
436,37400,0
437,15845,0
438,32513,0
439,43810,0
440,51743,0
441,31050,0
442,11628,1
443,19336,0
444,22792,0
445,404,0
446,11639,0
447,14753,0
448,88277,0
449,60823,1
450,26132,0
451,21015,0
452,8816,0
453,57631,1
454,42112,1
455,43280,0
456,11423,0
457,53250,0
458,14157,0
459,99719,1
460,3000,0
461,88942,1
462,92246,0
463,9168,0
464,17871,0
465,4105,0
466,87590,1
467,56671,0
468,4889,1
469,67531,1
470,10903,0
471,33885,0
472,45017,0
473,85489,0
474,33964,0
475,46401,1
476,40532,0
477,62144,0
478,21414,0
479,1533,0
480,83304,0
481,44364,0
482,29489,1
483,55777,1
484,48621,0
485,13548,0
486,96589,1
487,24877,1
488,61750,0
489,89933,0
490,37264,0
491,74153,0
492,45341,0
493,55471,1
494,47688,0
495,86151,0
496,16249,0
497,60322,0
498,26120,1
499,7244,1
500,9316,1
501,31379,0
502,33028,0
503,55437,1
504,2070,1
505,72567,0
506,30085,1
507,50388,1
508,60580,0
509,4833,0
510,88654,0
511,15170,0
512,52342,0
513,61625,0
514,53098,0
515,29119,0
516,18946,0
517,24678,0
518,99261,0
519,13072,1
520,41669,0
521,98835,0
522,60135,0
523,85384,0
524,24605,0
525,23701,0
526,31440,0
527,65255,1
528,50150,0
529,84008,0
530,43338,0
531,72490,0
532,25067,0
533,17277,0
534,18827,0
535,97623,0
536,15304,1
537,29360,1
538,25969,0
539,37339,0
540,26398,0
541,43256,0
542,48013,0
543,61234,0
544,29061,1
545,45748,0
546,98570,1
547,21959,1
548,25402,0
549,26293,0
550,12358,1
551,72053,0
552,19653,0
553,17282,1
554,86285,1
555,83283,1
556,54434,0
557,18091,1
558,40621,0
559,42392,0
560,2352,0
561,4301,0
562,35037,1
563,5834,0
564,34029,0
565,86153,0
566,17633,1
567,25888,0
568,9660,1
569,13235,0
570,28844,0
571,26554,1
572,17222,0
573,27258,0
574,2650,1
575,12133,0
576,24785,0
577,9301,1
578,34803,1
579,87053,0
580,16043,0
581,10210,0
582,73047,0
583,66308,0
584,41986,0
585,48893,1
586,11344,0
587,12380,0
588,1308,1
589,48486,1
590,36621,1
591,45426,0
592,18454,1
593,6106,0
594,79452,1
595,71299,0
596,43918,0
597,7508,0
598,17060,0
599,9896,0
600,3315,0
601,36709,0
602,61471,0
603,87747,0
604,19999,0
605,54504,1
606,30814,1
607,12310,0
608,77203,1
609,76978,0
610,23809,0
611,36065,0
612,96682,0
613,11833,0
614,5721,1
615,60866,0
616,41595,1
617,9570,0
618,40568,0
619,33441,0
620,12359,0
621,38533,0
622,84574,0
623,56638,0
624,30443,0
625,4487,0
626,53119,0
627,28146,0
628,13371,0
629,29387,0
630,17067,0
631,64893,1
632,38119,1
633,38167,0
634,4012,0
635,13702,0
636,58622,1
637,24220,0
638,28585,1
639,33292,1
640,43546,0
641,83064,1
642,80114,1
643,29832,0
644,62223,1
645,51330,1
646,28056,0
647,4152,0
648,97039,1
649,39141,0
650,72017,1
651,23975,1
652,28245,0
653,20219,0
654,69656,1
655,94476,1
656,18702,0
657,36569,0
658,48687,0
659,33480,0
660,39959,0
661,32421,0
662,86074,0
663,1810,1
664,45577,0
665,95951,0
666,13850,0
667,50811,0
668,97363,0
669,54053,0
670,52744,0
671,98636,1
672,4911,1
673,58643,0
674,14234,0
675,2768,0
676,82659,0
677,58818,0
678,52215,0
679,16854,0
680,36052,1
681,15135,0
682,2626,1
683,54059,0
684,78191,0
685,27281,0
686,28497,1
687,37807,0
688,40563,0
689,38531,0
690,33771,0
691,7574,0
692,78710,0
693,51504,1
694,6227,1
695,55892,0
696,10263,1
697,15915,0
698,91159,0
699,22571,0
700,71524,0
701,18428,0
702,43690,0
703,45170,1
704,321,0
705,52664,0
706,27788,0
707,16393,1
708,51574,0
709,34425,1
710,91636,1
711,50610,1
712,20885,0
713,23131,0
714,30493,0
715,27345,0
716,30618,0
717,12293,1
718,37846,0
719,12867,0
720,54079,1
721,58468,1
722,74987,0
723,82914,1
724,94815,0
725,32263,0
726,32588,1
727,1926,0
728,31002,1
729,2937,0
730,9410,0
731,31931,0
732,25593,0
733,11447,0
734,42474,0
735,74049,0
736,68838,1
737,58331,1
738,36976,1
739,48479,0
740,39299,0
741,5643,0
742,48148,0
743,44478,1
744,36204,1
745,87310,0
746,46457,1
747,58328,1
748,56330,0
749,37771,0
750,62709,0
751,5835,1
752,57733,0
753,58920,0
754,23609,0
755,52569,0
756,56356,0
757,49332,0
758,8851,0
759,24912,1
760,84818,0
761,49606,0
762,7288,1
763,6478,1
764,5305,0
765,53444,0
766,27830,0
767,16723,1
768,25437,0
769,6162,0
770,41345,0
771,73455,0
772,32146,0
773,2131,1
774,52802,1
775,74487,1
776,7732,0
777,1945,0
778,40531,0
779,8807,0
780,84704,1
781,30241,0
782,436,0
783,59468,0
784,17655,0
785,13803,0
786,1084,0
787,21395,0
788,8502,1
789,15142,1
790,9775,1
791,13865,0
792,26780,1
793,34566,0
794,46039,0
795,30368,0
796,68917,1
797,19286,1
798,60723,0
799,16079,1
800,9431,0
801,13391,1
802,2749,0
803,38633,1
804,63027,0
805,52536,0
806,55408,0
807,35416,0
808,57338,0
809,84098,0
810,13823,1
811,55678,0
812,79443,0
813,93031,0
814,35012,0
815,22667,0
816,6615,0
817,45633,0
818,42298,1
819,73796,1
820,43530,1
821,21063,0
822,59522,0
823,12860,0
824,49036,0
825,26055,0
826,32572,1
827,12542,0
828,89207,1
829,23598,0
830,35390,0
831,57236,0
832,25249,0
833,8352,0
834,1215,0
835,73942,0
836,15626,0
837,89355,0
838,19226,0
839,18448,0
840,60601,1
841,24726,0
842,1742,0
843,42200,0
844,8792,0
845,60167,1
846,15721,1
847,81600,1
848,29502,1
849,67677,1
850,56743,0
851,47944,0
852,1619,0
853,40303,1
854,1032,0
855,30274,1
856,27240,0
857,30006,1
858,79198,1
859,37993,0
860,19004,1
861,3854,0
862,6882,1
863,4864,1
864,33368,1
865,60703,0
866,59825,0
867,99226,1
868,46754,0
869,47892,1
870,49860,1
871,26164,0
872,36013,0
873,4930,0
874,60544,0
875,36430,0
876,66352,1
877,46564,0
878,28900,1
879,51048,1
880,1789,0
881,46965,1
882,48288,0
883,5029,0
884,50512,0
885,24080,1
886,20645,1
887,87626,0
888,48968,1
889,57035,0
890,10611,0
891,62001,0
892,27110,0
893,27792,0
894,50424,0
895,21117,0
896,62137,0
897,94404,0
898,36767,0
899,8067,1
900,35322,0
901,88843,0
902,7984,0
903,26331,0
904,80343,0
905,65605,0
906,20535,0
907,7677,0
908,60434,1
909,37072,1
910,70043,0
911,94448,1
912,55577,1
913,16277,1
914,35961,0
915,19532,0
916,37763,0
917,35914,0
918,36617,0
919,18791,0
920,88400,1
921,11311,0
922,71692,0
923,64261,0
924,12204,0
925,8344,0
926,57714,0
927,79825,0
928,58253,1
929,23106,0
930,79451,0
931,27881,0
932,65782,1
933,62124,1
934,10971,1
935,5786,1
936,91595,1
937,11922,0
938,58364,0
939,8069,0
940,58029,0
941,36965,0
942,35929,0
943,1241,0
944,31213,1
945,20,0
946,4033,0
947,52041,0
948,65945,1
949,52741,0
950,5436,0
951,54765,1
952,50707,1
953,60139,0
954,32180,0
955,94913,1
956,85791,1
957,40399,0
958,5057,0
959,53044,0
960,41575,0
961,41139,0
962,18695,1
963,38516,0
964,372,0
965,24362,1
966,3854,0
967,20277,1
968,39153,0
969,39382,0
970,32850,0
971,27548,0
972,11510,0
973,79897,1
974,18164,1
975,71379,0
976,33102,0
977,41964,0
978,28155,0
979,39383,1
980,88365,1
981,94802,0
982,37054,0
983,35182,0
984,75138,1
985,48317,1
986,27375,1
987,7211,0
988,56446,0
989,947,0
990,51961,0
991,78440,0
992,44317,0
993,85124,0
994,43766,0
995,32807,0
996,57003,1
997,38068,0
998,26321,1
999,7377,0
1000,19527,0
1001,33763,0
1002,76829,1
1003,18630,1
1004,58557,1
1005,58358,1
1006,51007,0
1007,15722,0
1008,41121,0
1009,34388,1
1010,57102,0
1011,48090,0
1012,3463,0
1013,65668,0
1014,19797,0
1015,39851,0
1016,64912,1
1017,59431,1
1018,27253,0
1019,31147,1
1020,54268,1
1021,37560,0
1022,51262,1
1023,37222,1
1024,61406,0
1025,86513,1
1026,58012,1
1027,18360,0
1028,16236,1
1029,31719,0
1030,6705,1
1031,21269,0
1032,10397,1
1033,97593,1
1034,83226,1
1035,7635,0
1036,27119,0
1037,2911,0
1038,39738,0
1039,18274,0
1040,88315,1
1041,94340,1
1042,71002,0
1043,7144,0
1044,61771,1
1045,16319,1
1046,5468,1
1047,26864,0
1048,580,1
1049,31722,1
1050,30177,1
1051,18975,1
1052,25981,0
1053,14141,1
1054,51465,1
1055,28533,0
1056,40136,0
1057,26063,1
1058,11950,0
1059,13810,0
1060,50102,1
1061,59840,0
1062,1455,0
1063,88800,0
1064,18381,0
1065,8374,0
1066,96800,0
1067,86736,1
1068,22350,1
1069,8415,0
1070,44300,1
1071,38445,0
1072,48675,0
1073,20105,0
1074,65650,0
1075,43793,0
1076,38893,0
1077,42829,1
1078,33668,0
1079,77747,0
1080,23374,1
1081,38239,0
1082,16450,1
1083,52607,0
1084,15395,0
1085,62016,0
1086,8225,1
1087,7243,1
1088,47241,1
1089,26165,0
1090,54915,0
1091,38842,0
1092,7089,0
1093,76438,0
1094,24165,0
1095,28070,0
1096,91637,0
1097,33845,1
1098,19538,1
1099,38545,0
1100,37618,0
1101,20002,0
1102,2490,0
1103,56224,1
1104,55778,0
1105,24769,0
1106,17510,0
1107,53027,0
1108,8917,1
1109,7111,0
1110,59620,1
1111,25051,0
1112,84978,1
1113,11821,0
1114,21163,0
1115,29334,0
1116,21882,1
1117,38306,1
1118,92811,0
1119,75594,0
1120,23978,0
1121,51395,1
1122,3589,1
1123,75336,0
1124,10540,0
1125,510,0
1126,27739,0
1127,38641,0
1128,56798,0
1129,68434,0
1130,43926,0
1131,26859,0
1132,22385,1
1133,5188,0
1134,60363,1
1135,13040,0
1136,1013,1
1137,40815,0
1138,36309,0
1139,18239,0
1140,96066,0
1141,18228,0
1142,100,1
1143,34693,0
1144,10433,0
1145,25604,1
1146,11249,0
1147,4630,0
1148,34687,0
1149,16816,0
1150,7034,0
1151,46706,1
1152,35573,1
1153,5340,1
1154,10674,0
1155,56288,0
1156,46165,1
1157,6858,1
1158,34932,0
1159,28930,0
1160,27431,0
1161,18627,0
1162,42378,1
1163,13682,1
1164,37021,0
1165,489,0
1166,21298,0
1167,38590,0
1168,17719,1
1169,20347,1
1170,53750,0
1171,15028,0
1172,27564,0
1173,46569,1
1174,91224,0
1175,1939,0
1176,25694,0
1177,54137,0
1178,25011,1
1179,2148,0
1180,96835,1
1181,18102,1
1182,26231,1
1183,14041,0
1184,47850,1
1185,83773,1
1186,11533,0
1187,99024,0
1188,37842,0
1189,75735,0
1190,48844,0
1191,32304,0
1192,58308,1
1193,62162,0
1194,46572,0
1195,46657,1
1196,64512,1
1197,45341,0
1198,52950,1
1199,38685,0
1200,61102,1
1201,41488,0
1202,16365,1
1203,95669,0
1204,13466,0
1205,16359,0
1206,55598,1
1207,44236,0
1208,31180,0
1209,13283,1
1210,2899,0
1211,18874,1
1212,74171,0
1213,44152,0
1214,23038,0
1215,26865,0
1216,94317,0
1217,23922,0
1218,13192,0
1219,18943,0
1220,39762,1
1221,11808,0
1222,722,1
1223,38724,0
1224,59252,1
1225,45469,1
1226,74148,0
1227,1523,1
1228,28706,0
1229,29952,0
1230,34599,1
1231,11265,1
1232,7361,0
1233,68512,0
1234,9882,0
1235,22575,0
1236,97984,1
1237,39861,0
1238,75007,0
1239,21084,1
1240,63693,1
1241,37006,0
1242,14981,1
1243,30813,0
1244,69458,0
1245,56350,0
1246,14575,0
1247,44918,0
1248,63073,1
1249,30291,0
1250,35087,0
1251,17649,1
1252,23956,1
1253,18023,0
1254,47347,1
1255,36076,0
1256,68671,0
1257,33842,0
1258,58189,0
1259,33397,0
1260,33512,0
1261,22756,0
1262,42906,0
1263,60300,0
1264,26912,0
1265,86323,0
1266,11437,0
1267,9155,0
1268,5867,1
1269,24368,0
1270,50344,0
1271,3876,1
1272,22643,0
1273,28277,0
1274,21228,0
1275,41915,0
1276,7223,0
1277,16601,1
1278,7866,0
1279,16627,0
1280,51494,0
1281,38485,0
1282,8159,0
1283,28747,0
1284,52555,0
1285,92115,0
1286,17909,1
1287,39854,1
1288,46132,0
1289,67513,1
1290,6248,1
1291,97943,1
1292,10315,0
1293,1753,0
1294,14440,0
1295,11469,0
1296,44928,0
1297,42724,0
1298,20778,0
1299,35862,0
1300,15240,1
1301,98550,0
1302,7032,0
1303,9246,1
1304,62255,1
1305,91732,1
1306,35166,0
1307,8349,0
1308,45108,1
1309,20004,0
1310,88325,0
1311,4254,0
1312,25794,0
1313,14174,0
1314,16852,0
1315,871,0
1316,18805,0
1317,3148,0
1318,61310,0
1319,35973,0
1320,21545,0
1321,10775,1
1322,20637,0
1323,76322,0
1324,18551,0
1325,16423,0
1326,27325,0
1327,40093,1
1328,44339,0
1329,98178,0
1330,86137,1
1331,734,0
1332,1691,1
1333,36639,0
1334,88867,0
1335,4253,0
1336,51672,0
1337,39343,0
1338,61843,0
1339,16619,0
1340,2559,0
1341,97107,1
1342,33868,1
1343,28602,0
1344,23120,1
1345,14870,0
1346,37701,1
1347,80679,1
1348,27727,0
1349,36342,0
1350,12647,0
1351,23118,0
1352,88391,0
1353,16366,1
1354,15935,0
1355,38349,0
1356,56752,0
1357,96749,1
1358,28731,1
1359,5558,0
1360,54737,1
1361,65638,1
1362,32444,0
1363,67342,0
1364,31406,0
1365,31161,0
1366,47388,0
1367,98249,0
1368,3851,0
1369,34700,0
1370,60508,0
1371,16919,0
1372,31349,1
1373,35641,1
1374,34584,1
1375,58929,1
1376,47988,0
1377,40574,0
1378,75676,1
1379,59281,1
1380,51689,0
1381,92538,1
1382,4493,1
1383,34198,0
1384,23122,1
1385,71852,0
1386,2353,0
1387,49280,0
1388,23815,0
1389,61246,0
1390,73900,1
1391,99325,0
1392,22381,0
1393,18197,0
1394,27389,0
1395,35889,0
1396,42354,1
1397,40062,0
1398,44319,0
1399,79450,0
1400,17983,0
1401,7706,0
1402,7656,1
1403,75099,1
1404,19773,0
1405,3981,0
1406,5191,1
1407,94707,0
1408,8613,1
1409,57123,0
1410,79988,0
1411,1372,1
1412,86877,0
1413,42052,1
1414,3834,0
1415,8152,1
1416,70288,1
1417,70727,1
1418,20619,0
1419,18443,0
1420,9625,0
1421,30125,0
1422,55668,0
1423,46573,1
1424,71143,1
1425,28765,0
1426,22889,0
1427,7646,1
1428,33378,1
1429,99457,1
1430,12781,0
1431,51059,0
1432,84365,1
1433,6119,0
1434,21504,0
1435,55477,1
1436,19459,0
1437,9315,0
1438,55571,0
1439,13335,0
1440,30613,0
1441,63718,0
1442,39263,0
1443,4621,0
1444,97175,0
1445,13919,0
1446,20423,1
1447,18175,0
1448,2222,0
1449,21415,0
1450,17914,0
1451,28319,0
1452,35622,0
1453,24155,0
1454,69833,1
1455,59514,0
1456,16416,0
1457,48665,1
1458,49866,1
1459,31459,1
1460,32469,0
1461,37931,0
1462,38066,1
1463,35271,1
1464,45130,0
1465,57212,0
1466,43020,1
1467,3271,0
1468,95816,0
1469,1704,0
1470,53484,0
1471,40896,0
1472,2925,0
1473,9413,0
1474,51500,0
1475,25716,1
1476,30412,1
1477,6899,1
1478,30532,0
1479,43456,1
1480,50483,0
1481,64147,1
1482,58529,1
1483,58423,0
1484,20376,1
1485,3232,1
1486,2518,1
1487,34835,1
1488,2311,1
1489,12369,0
1490,78891,0
1491,26284,0
1492,15606,0
1493,34655,1
1494,33248,0
1495,67092,0
1496,98637,0
1497,74473,1
1498,12905,0
1499,77782,0
1500,4438,1
1501,19888,1
1502,14813,0
1503,17512,1
1504,6551,1
1505,91279,1
1506,69451,0
1507,86960,1
1508,85705,1
1509,99869,0
1510,9797,1
1511,45935,0
1512,6486,0
1513,92392,0
1514,13193,0
1515,22270,1
1516,42350,0
1517,36736,0
1518,70455,1
1519,17603,1
1520,43818,0
1521,92010,0
1522,65591,1
1523,95081,1
1524,35360,1
1525,12524,0
1526,16971,0
1527,17848,0
1528,97027,0
1529,14956,1
1530,83755,1
1531,32217,0
1532,6458,0
1533,71699,1
1534,18983,1
1535,31614,0
1536,18972,0
1537,10972,1
1538,15465,0
1539,29367,1
1540,14547,0
1541,45678,0
1542,5967,0
1543,2091,1
1544,35636,0
1545,61184,0
1546,50243,0
1547,20281,0
1548,32525,0
1549,2906,0
1550,8860,1
1551,80110,1
1552,12622,1
1553,96714,1
1554,51009,0
1555,44276,0
1556,2248,0
1557,36945,1
1558,48897,1
1559,27870,1
1560,50181,0
1561,87386,1
1562,42277,0
1563,3435,0
1564,85471,1
1565,88665,0
1566,20388,0
1567,25327,0
1568,4752,0
1569,13791,1
1570,29435,0
1571,75351,1
1572,23414,1
1573,37923,0
1574,22724,1
1575,48127,0
1576,62296,1
1577,32619,0
1578,63646,0
1579,7078,1
1580,84027,0
1581,46440,0
1582,45810,0
1583,83239,0
1584,38762,0
1585,17675,0
1586,34422,1
1587,59312,0
1588,90088,1
1589,60868,0
1590,59265,0
1591,22056,0
1592,12230,1
1593,87338,1
1594,65284,0
1595,67165,1
1596,36444,1
1597,50897,0
1598,24666,0
1599,20050,0
1600,36132,0
1601,24525,0
1602,36168,0
1603,7431,0
1604,42106,0
1605,37407,0
1606,71449,1
1607,29445,0
1608,11549,0
1609,37653,1
1610,23893,0
1611,27686,0
1612,74456,1
1613,53529,0
1614,98177,0
1615,23421,1
1616,47183,0
1617,9079,0
1618,25870,1
1619,35687,0
1620,83767,1
1621,29878,1
1622,915,0
1623,79091,0
1624,91817,1
1625,16364,0
1626,51609,0
1627,83629,1
1628,75445,1
1629,41085,0
1630,381,0
1631,37384,0
1632,21143,0
1633,16029,0
1634,13051,0
1635,40054,0
1636,4985,0
1637,26180,0
1638,46198,1
1639,14715,1
1640,19501,0
1641,29489,0
1642,796,0
1643,52154,0
1644,28939,0
1645,21818,1
1646,22048,0
1647,77313,1
1648,54682,1
1649,13144,0
1650,94968,0
1651,37401,0
1652,25757,0
1653,25156,1
1654,35388,0
1655,83701,0
1656,93679,1
1657,89722,1
1658,62546,0
1659,41208,0
1660,10694,1
1661,19466,0
1662,97820,1
1663,33147,1
1664,56881,1
1665,85292,0
1666,61150,0
1667,93706,0
1668,20728,0
1669,24874,1
1670,14398,0
1671,5050,1
1672,24635,0
1673,48682,0
1674,734,0
1675,29777,0
1676,6201,0
1677,87690,0
1678,98472,1
1679,56306,1
1680,9509,0
1681,44947,0
1682,46663,1
1683,7566,0
1684,2754,0
1685,7772,0
1686,13061,0
1687,28993,1
1688,36709,0
1689,6870,0
1690,34920,0
1691,15277,0
1692,66837,1
1693,2930,0
1694,16011,0
1695,54579,0
1696,23053,0
1697,59439,0
1698,327,0
1699,43726,1
1700,26824,1
1701,15325,1
1702,18689,1
1703,49064,0
1704,42687,1
1705,25361,0
1706,61545,0
1707,5347,0
1708,6527,1
1709,44246,0
1710,4055,0
1711,95396,0
1712,66510,1
1713,55,0
1714,74812,0
1715,27479,0
1716,1771,1
1717,37281,0
1718,51271,1
1719,34347,0
1720,55726,0
1721,26643,1
1722,40056,0
1723,3073,0
1724,16192,0
1725,41465,0
1726,57984,1
1727,40974,1
1728,52226,1
1729,16368,1
1730,33090,0
1731,36435,1
1732,39115,0
1733,12568,0
1734,4231,1
1735,6437,0
1736,7739,0
1737,36759,0
1738,16238,0
1739,23761,0
1740,60114,0
1741,2524,0
1742,87480,1
1743,5632,1
1744,5789,1
1745,29805,0
1746,10680,0
1747,20791,1
1748,33222,1
1749,59813,0
1750,4202,0
1751,31191,0
1752,14785,0
1753,3447,0
1754,9073,0
1755,76086,0
1756,62032,0
1757,39941,0
1758,80505,0
1759,45482,0
1760,27722,1
1761,24886,1
1762,18428,0
1763,11168,0
1764,36685,0
1765,9757,0
1766,8828,0
1767,53894,0
1768,12511,0
1769,29266,1
1770,24985,0
1771,3724,0
1772,43420,1
1773,57183,0
1774,1351,1
1775,1805,0
1776,4649,0
1777,52025,0
1778,1945,0
1779,87835,1
1780,1275,0
1781,57799,0
1782,24123,1
1783,12422,0
1784,9747,0
1785,27765,1
1786,18456,0
1787,58246,0
1788,62715,0
1789,93482,0
1790,80155,1
1791,51790,0
1792,60632,1
1793,42048,0
1794,33780,0
1795,39127,0
1796,31334,0
1797,37577,0
1798,10705,1
1799,22923,1
1800,29553,0
1801,2260,1
1802,36612,0
1803,11708,0
1804,16635,0
1805,49816,1
1806,31009,1
1807,9558,0
1808,9094,0
1809,3820,0
1810,4433,0
1811,88509,0
1812,37646,0
1813,17614,0
1814,37521,1
1815,92611,1
1816,36048,0
1817,44159,0
1818,22074,0
1819,19495,0
1820,34182,0
1821,16735,0
1822,79736,1
1823,12068,0
1824,33185,0
1825,7324,0
1826,3558,1
1827,19415,0
1828,19966,0
1829,4214,1
1830,53562,0
1831,20577,0
1832,35062,0
1833,59488,1
1834,13121,1
1835,39479,0
1836,95357,0
1837,43879,0
1838,27555,0
1839,66773,0
1840,99112,1
1841,15617,0
1842,56540,1
1843,23311,1
1844,13180,1
1845,13571,1
1846,3914,1
1847,37054,0
1848,31888,1
1849,39486,1
1850,22909,0
1851,64122,1
1852,29923,1
1853,31427,0
1854,36533,0
1855,34261,0
1856,47092,0
1857,33571,0
1858,27393,1
1859,34623,0
1860,48454,0
1861,33627,0
1862,23851,1
1863,10291,1
1864,21945,0
1865,48056,1
1866,19406,0
1867,47605,0
1868,28614,0
1869,21574,1
1870,71677,1
1871,62143,0
1872,98689,0
1873,21181,1
1874,57281,1
1875,66927,0
